product_id,product_category,product_type,product_detail,unit_price,total_units,total_transactions,total_revenue,volume_rank,revenue_share_pct,revenue_rank,efficiency_score,product_efficiency_score,total_units_norm,total_revenue_norm,efficiency_score_norm,hero_score
68,Bakery,Pastry,Chocolate Croissant,3.709109907883216,2438,1890,9042.809955419281,46,1.29,37,3.71,9042.809955419281,0.4548475371383004,0.3721273191286652,0.08746208290761061,34.8
46,Tea,Brewed Black tea,Darjeeling Lg,3.165107121393678,2795,2170,8846.47440429533,34,1.27,38,3.17,8846.47440429533,0.5246286161062305,0.36369122625089545,0.060161779572287064,36.7
48,Tea,Brewed herbal tea,Peppermint Lg,2.967287926306573,2883,2221,8554.69109154185,31,1.22,39,2.97,8554.69109154185,0.5418295543392216,0.3511539597574845,0.05005055611475984,36.7
24,Coffee,Organic brewed coffee,Brazilian Rg,2.967287926306573,2848,2171,8450.83601412112,32,1.21,40,2.97,8450.83601412112,0.5349882720874638,0.34669154286999915,0.05005055611475984,36.3
25,Coffee,Organic brewed coffee,Brazilian Lg,3.461835914024335,2396,1863,8294.558850002308,47,1.19,41,3.46,8294.558850002308,0.446637998436191,0.3399766679345452,0.07482305358570156,33.0
41,Tea,Brewed Black tea,Earl Grey Lg,2.967287926306573,2791,2161,8281.700602321645,35,1.19,42,2.97,8281.700602321645,0.5238467552774582,0.33942417822466603,0.05005055611475984,35.5
79,Flavours,Syrup,Vanilla Syrup 12oz,7.912767803484194,1036,798,8197.627444409625,57,1.17,43,7.91,8197.627444409625,0.1808053166536003,0.3358117455062255,0.2997977755156826,26.7
62,Bakery,Scone,Scottish Cream Scone,4.450931889459859,1817,1402,8087.343243148564,49,1.16,44,4.45,8087.343243148564,0.3334636434713969,0.3310730837638007,0.1248736097004614,29.1
50,Tea,Brewed herbal tea,Lemon Grass Lg,2.967287926306573,2695,2082,7996.840961396214,37,1.14,45,2.97,7996.840961396214,0.5050820953869224,0.32718440619042066,0.05005055611475984,34.3
44,Tea,Brewed Black tea,English Breakfast Lg,2.967287926306573,2687,2062,7973.102657985762,38,1.14,46,2.97,7973.102657985762,0.5035183737293777,0.3261644251875669,0.05005055611475984,34.2
34,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.0661975238501253,2571,1973,7883.193833818672,41,1.13,47,3.07,7883.193833818672,0.48084440969498027,0.3223012471392582,0.055106167843523436,33.2
51,Tea,Brewed Green tea,Serenity Green Tea Rg,2.472739938588811,3180,2449,7863.313004712419,24,1.13,48,2.47,7863.313004712419,0.5998827208755668,0.3214470130493682,0.024772497470941745,37.3
18,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Rg,2.769468731219468,2811,2169,7784.976603457924,33,1.11,49,2.77,7784.976603457924,0.5277560594213198,0.31808107573995065,0.03993933265723259,34.6
63,Bakery,Scone,Cranberry Scone,3.214561920165454,2396,1857,7702.090360716427,47,1.1,50,3.21,7702.090360716427,0.446637998436191,0.3145196420716529,0.06218402426379251,31.7
16,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2.967287926306573,2559,1968,7593.28980341852,42,1.09,51,2.97,7593.28980341852,0.47849882720866327,0.3098447291419064,0.05005055611475984,32.5
15,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.472739938588811,3018,2293,7462.729134661031,29,1.07,52,2.47,7462.729134661031,0.5682173573102877,0.3042348336262106,0.024772497470941745,35.4
21,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.472739938588811,3010,2353,7442.9472151523205,30,1.07,53,2.47,7442.9472151523205,0.566653635652743,0.3033848494571658,0.024772497470941745,35.3
64,Bakery,Scone,Ginger Scone,3.214561920165454,2184,1673,7020.603233641351,48,1.0,54,3.21,7020.603233641351,0.40519937451125776,0.285237687448059,0.06218402426379251,28.9
33,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.522194737360586,2682,2033,6764.526285601092,39,0.97,55,2.52,6764.526285601092,0.5025410476934122,0.2742346423797738,0.027300303335323545,31.6
61,Bakery,Scone,Jumbo Savory Scone,3.709109907883216,1771,1326,6568.833646861175,50,0.94,56,3.71,6568.833646861175,0.3244722439405151,0.265826173987498,0.08746208290761061,25.4
43,Tea,Brewed Black tea,English Breakfast Rg,2.472739938588811,2625,2004,6490.9423387956285,40,0.93,57,2.47,6490.9423387956285,0.49139953088340665,0.2624793613218841,0.024772497470941745,30.7
70,Bakery,Pastry,Cinnamon Roll,3.709109907883216,1693,1301,6279.523074046285,51,0.9,58,3.71,6279.523074046285,0.3092259577794548,0.25339515551521763,0.08746208290761061,24.3
78,Loose Tea,Loose Leaf,Peppermint Loose 4oz,9.39641176663748,609,444,5722.414765882225,68,0.82,59,9.4,5722.414765882225,0.09734167318215453,0.229457476354493,0.37512639027426053,20.6
77,Loose Tea,Loose Leaf,Earl Grey Loose 4oz,9.890959754355244,562,429,5558.719381947647,69,0.8,60,9.89,5558.719381947647,0.08815480844407972,0.2224238573556472,0.39989888774520227,20.4
8,Coffee,Barista Espresso,Carmelized Honey Latte,4.698205883318741,1051,820,4937.814383367996,56,0.71,61,4.7,4937.814383367996,0.18373729476149653,0.19574497924975306,0.13751263902237043,17.9
71,Coffee Beans,Whole Bean,Ethiopia Whole Bean 12oz,17.803727557839437,256,193,4557.754254806896,72,0.65,62,17.8,4557.754254806896,0.028342455042996803,0.17941465840197957,0.7997977754904045,24.3
65,Bakery,Biscotti,Hazelnut Biscotti,3.214561920165454,1399,1086,4497.17212631147,53,0.64,63,3.21,4497.17212631147,0.25175918686468884,0.17681158188427978,0.06218402426379251,18.4
80,Packaged Chocolate,Bar,Dark Chocolate Bar 3oz,6.429123840330908,662,515,4256.079982299061,66,0.61,64,6.43,4256.079982299061,0.10770132916338786,0.1664523998240461,0.224974721929981,15.5
75,Branded,Merchandise,Afficionado Mug,11.869151705226292,352,265,4177.941400239655,71,0.6,65,11.87,4177.941400239655,0.04710711493353262,0.16309496235631912,0.49999999997472183,18.4
7,Coffee,Barista Espresso,Ouro Brasileiro shot,2.967287926306573,1286,1009,3815.932273230253,54,0.55,66,2.97,3815.932273230253,0.22967161845187065,0.147540252062799,0.05005055611475984,16.1
20,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1.9781919508710488,1656,1259,3275.8858706424567,52,0.47,67,1.98,3275.8858706424567,0.3019937451133108,0.12433568424787554,0.0,17.1
60,Bakery,Scone,Oatmeal Scone,2.967287926306573,880,685,2611.213375149784,59,0.37,68,2.97,2611.213375149784,0.1503127443314796,0.09577621616796975,0.05005055611475984,10.8
14,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1.9781919508710488,1211,918,2395.59045250484,55,0.34,69,1.98,2395.59045250484,0.21501172791238954,0.08651138872538126,0.0,12.1
4,Coffee,Barista Espresso,Cappuccino,3.709109907883216,627,468,2325.6119122427763,67,0.33,70,3.71,2325.6119122427763,0.10086004691163,0.08350456972738522,0.08746208290761061,9.1
23,Coffee,Organic brewed coffee,Brazilian Sm,2.176011145958153,1018,766,2215.1793465854,58,0.32,71,2.18,2215.1793465854,0.17728694292412484,0.07875953310369253,0.010111223457527246,10.4
6,Coffee,Barista Espresso,Espresso shot,2.967287926306573,669,522,1985.1156226990972,65,0.28,72,2.97,1985.1156226990972,0.10906958561373942,0.06887421721770136,0.05005055611475984,8.1
28,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.4232851398170348,710,535,1720.5324492700947,63,0.25,73,2.42,1720.5324492700947,0.11708365910865576,0.057505678956726966,0.02224469160655992,7.4
17,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Sm,2.176011145958153,773,612,1682.0566158256524,61,0.24,74,2.18,1682.0566158256524,0.1293979671618199,0.055852459747934784,0.010111223457527246,7.6
32,Coffee,Premium brewed coffee,Guatemalan Sustainably Grown,3.165107121393678,138,108,436.7847827523276,74,0.06,75,3.17,436.7847827523276,0.0052775605942131975,0.0023459563065636934,0.060161779572287064,1.5
57,Drinking Chocolate,Hot chocolate,Dark chocolate,3.758564706654992,111,91,417.2006824387041,76,0.06,76,3.76,417.2006824387041,0.0,0.0015044719792093222,0.0899898887719924,1.9
31,Coffee,Premium brewed coffee,Jamaican Coffee River,3.461835914024335,120,91,415.4203096829202,75,0.06,77,3.46,415.4203096829202,0.0017591868647377326,0.0014279734039952907,0.07482305358570156,1.6
42,Tea,Brewed Black tea,Earl Grey,2.769468731219468,146,105,404.3424347580423,73,0.06,78,2.77,404.3424347580423,0.006841282251757849,0.000951982269330193,0.03993933265723259,1.1
35,Tea,Brewed Chai tea,Spicy Eye Opener Chai,2.769468731219468,138,105,382.18668490828657,74,0.05,79,2.77,382.18668490828657,0.0052775605942131975,0.0,0.03993933265723259,1.0
