transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Balance,Revenue
46,2025,08:42:05,1,8,Hell's Kitchen,22,2.967287926306573,Coffee,Drip coffee,Our Old Time Diner Blend Lg,93.27,2.967287926306573
47,2025,13:19:30,1,5,Lower Manhattan,40,2.472739938588811,Tea,Brewed Black tea,Earl Grey Rg,53.43,2.472739938588811
48,2025,07:18:47,1,3,Astoria,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,75.39,4.450931889459859
49,2025,08:05:09,1,3,Astoria,68,3.709109907883216,Bakery,Pastry,Chocolate Croissant,69.23,3.709109907883216
50,2025,13:03:16,1,5,Lower Manhattan,43,2.472739938588811,Tea,Brewed Black tea,English Breakfast Rg,12.59,2.472739938588811
51,2025,18:16:01,1,3,Astoria,3,4.203657895600978,Coffee,Barista Espresso,Cappuccino Lg,42.05,4.203657895600978
52,2025,18:31:15,1,3,Astoria,8,4.698205883318741,Coffee,Barista Espresso,Carmelized Honey Latte,34.49,4.698205883318741
53,2025,08:12:48,1,8,Hell's Kitchen,52,2.967287926306573,Tea,Brewed Green tea,Serenity Green Tea Lg,36.31,2.967287926306573
54,2025,15:02:59,3,5,Lower Manhattan,48,2.967287926306573,Tea,Brewed herbal tea,Peppermint Lg,48.83,8.901863778919719
55,2025,10:56:34,1,5,Lower Manhattan,60,2.967287926306573,Bakery,Scone,Oatmeal Scone,74.36,2.967287926306573
56,2025,06:39:40,2,3,Astoria,58,3.709109907883216,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,53.9,7.418219815766432
57,2025,15:20:33,1,8,Hell's Kitchen,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,82.43,4.450931889459859
58,2025,09:35:52,1,3,Astoria,58,3.709109907883216,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,10.08,3.709109907883216
59,2025,10:50:47,1,3,Astoria,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,93.49,4.203657895600978
60,2025,07:35:30,1,8,Hell's Kitchen,26,3.709109907883216,Coffee,Organic brewed coffee,Sustainably Grown Organic Rg,28.59,3.709109907883216
61,2025,15:01:22,2,3,Astoria,37,3.956383901742097,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,17.85,7.912767803484194
62,2025,06:04:29,1,3,Astoria,22,2.967287926306573,Coffee,Drip coffee,Our Old Time Diner Blend Lg,90.54,2.967287926306573
63,2025,18:39:32,1,3,Astoria,30,3.709109907883216,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,19.2,3.709109907883216
64,2025,15:41:32,1,8,Hell's Kitchen,58,3.709109907883216,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,38.46,3.709109907883216
65,2025,16:20:45,1,8,Hell's Kitchen,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,88.92,2.967287926306573
66,2025,12:24:39,1,3,Astoria,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,80.27,4.203657895600978
67,2025,19:28:50,1,3,Astoria,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,60.91,4.450931889459859
68,2025,14:33:38,1,8,Hell's Kitchen,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,17.36,2.967287926306573
69,2025,12:09:08,1,3,Astoria,29,3.0661975238501253,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,55.69,3.0661975238501253
70,2025,14:51:39,1,8,Hell's Kitchen,10,4.450931889459859,Coffee,Barista Espresso,Mocha Rg,80.19,4.450931889459859
71,2025,18:57:49,1,3,Astoria,2,3.709109907883216,Coffee,Barista Espresso,Latte,49.81,3.709109907883216
72,2025,17:51:41,2,8,Hell's Kitchen,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,87.05,5.934575852613146
73,2025,06:16:42,2,5,Lower Manhattan,17,2.1760111459581535,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Sm,64.68,4.352022291916307
74,2025,14:21:10,2,8,Hell's Kitchen,13,3.461835914024335,Coffee,Gourmet brewed coffee,Ethiopia Lg,13.43,6.92367182804867
75,2025,06:58:31,1,3,Astoria,47,2.472739938588811,Tea,Brewed herbal tea,Peppermint Rg,74.23,2.472739938588811
76,2025,18:40:22,1,8,Hell's Kitchen,11,4.945479877177622,Coffee,Barista Espresso,Mocha Lg,65.49,4.945479877177622
77,2025,16:56:02,1,8,Hell's Kitchen,13,3.461835914024335,Coffee,Gourmet brewed coffee,Ethiopia Lg,44.14,3.461835914024335
78,2025,08:05:38,1,5,Lower Manhattan,41,2.967287926306573,Tea,Brewed Black tea,Earl Grey Lg,17.31,2.967287926306573
79,2025,19:55:23,3,3,Astoria,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,13.83,7.71494860839709
80,2025,17:51:45,1,8,Hell's Kitchen,50,2.967287926306573,Tea,Brewed herbal tea,Lemon Grass Lg,99.03,2.967287926306573
81,2025,08:37:53,1,8,Hell's Kitchen,7,2.967287926306573,Coffee,Barista Espresso,Ouro Brasileiro shot,89.68,2.967287926306573
82,2025,18:05:49,1,5,Lower Manhattan,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,88.89,4.203657895600978
83,2025,10:45:51,1,8,Hell's Kitchen,49,2.472739938588811,Tea,Brewed herbal tea,Lemon Grass Rg,46.06,2.472739938588811
84,2025,12:32:18,1,3,Astoria,70,3.709109907883216,Bakery,Pastry,Cinnamon Roll,31.2,3.709109907883216
85,2025,09:32:00,1,3,Astoria,55,3.461835914024335,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,60.64,3.461835914024335
86,2025,14:58:35,1,5,Lower Manhattan,60,2.967287926306573,Bakery,Scone,Oatmeal Scone,15.05,2.967287926306573
87,2025,14:00:43,1,3,Astoria,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,23.1,2.967287926306573
88,2025,10:42:07,2,3,Astoria,15,2.472739938588811,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,13.24,4.945479877177622
89,2025,06:21:36,2,8,Hell's Kitchen,59,4.698205883318741,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,53.3,9.396411766637481
90,2025,07:55:11,2,3,Astoria,43,2.472739938588811,Tea,Brewed Black tea,English Breakfast Rg,63.09,4.945479877177622
91,2025,09:58:37,1,8,Hell's Kitchen,47,2.472739938588811,Tea,Brewed herbal tea,Peppermint Rg,50.42,2.472739938588811
92,2025,12:39:55,2,5,Lower Manhattan,30,3.709109907883216,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,47.64,7.418219815766432
93,2025,14:00:04,1,8,Hell's Kitchen,26,3.709109907883216,Coffee,Organic brewed coffee,Sustainably Grown Organic Rg,13.22,3.709109907883216
94,2025,09:59:36,1,8,Hell's Kitchen,21,2.472739938588811,Coffee,Drip coffee,Our Old Time Diner Blend Rg,29.71,2.472739938588811
95,2025,18:30:33,1,3,Astoria,36,2.472739938588811,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,93.69,2.472739938588811
96,2025,08:27:12,3,5,Lower Manhattan,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,41.9,13.352795668379578
97,2025,18:01:49,2,3,Astoria,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,20.02,5.934575852613146
98,2025,09:21:49,1,8,Hell's Kitchen,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,51.01,2.967287926306573
99,2025,13:35:22,1,5,Lower Manhattan,20,1.9781919508710486,Coffee,Drip coffee,Our Old Time Diner Blend Sm,33.3,1.9781919508710486
100,2025,09:18:29,1,8,Hell's Kitchen,9,5.192753871036502,Coffee,Barista Espresso,Carmelized Honey Latte Lg,97.79,5.192753871036502
101,2025,08:55:45,1,8,Hell's Kitchen,47,2.472739938588811,Tea,Brewed herbal tea,Peppermint Rg,87.24,2.472739938588811
102,2025,15:36:18,2,5,Lower Manhattan,44,2.967287926306573,Tea,Brewed Black tea,English Breakfast Lg,74.96,5.934575852613146
103,2025,13:45:14,1,8,Hell's Kitchen,55,3.461835914024335,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,18.95,3.461835914024335
104,2025,08:31:05,1,3,Astoria,62,4.450931889459859,Bakery,Scone,Scottish Cream Scone,84.63,4.450931889459859
105,2025,08:17:08,1,8,Hell's Kitchen,49,2.472739938588811,Tea,Brewed herbal tea,Lemon Grass Rg,98.93,2.472739938588811
106,2025,15:46:22,1,3,Astoria,15,2.472739938588811,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,38.69,2.472739938588811
107,2025,13:17:03,1,3,Astoria,29,3.0661975238501253,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,32.53,3.0661975238501253
108,2025,12:16:39,1,3,Astoria,64,3.214561920165454,Bakery,Scone,Ginger Scone,82.61,3.214561920165454
109,2025,14:51:30,1,5,Lower Manhattan,46,3.165107121393678,Tea,Brewed Black tea,Darjeeling Lg,88.26,3.165107121393678
110,2025,19:24:06,1,3,Astoria,26,3.709109907883216,Coffee,Organic brewed coffee,Sustainably Grown Organic Rg,47.72,3.709109907883216
111,2025,13:27:14,1,8,Hell's Kitchen,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,52.82,2.967287926306573
112,2025,10:26:33,1,5,Lower Manhattan,66,3.461835914024335,Bakery,Biscotti,Chocolate Chip Biscotti,80.62,3.461835914024335
113,2025,15:00:39,1,8,Hell's Kitchen,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,65.74,2.967287926306573
114,2025,15:18:15,2,5,Lower Manhattan,53,2.472739938588811,Tea,Brewed Green tea,Jade Green Tea Rg,66.66,4.945479877177622
115,2025,11:16:07,3,8,Hell's Kitchen,2,3.709109907883216,Coffee,Barista Espresso,Latte,25.88,11.127329723649648
116,2025,14:27:05,1,5,Lower Manhattan,44,2.967287926306573,Tea,Brewed Black tea,English Breakfast Lg,97.04,2.967287926306573
117,2025,12:07:09,2,3,Astoria,30,3.709109907883216,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,43.93,7.418219815766432
118,2025,14:12:00,1,3,Astoria,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,80.94,2.967287926306573
119,2025,16:00:31,2,8,Hell's Kitchen,47,2.472739938588811,Tea,Brewed herbal tea,Peppermint Rg,36.55,4.945479877177622
120,2025,06:54:16,1,8,Hell's Kitchen,47,2.472739938588811,Tea,Brewed herbal tea,Peppermint Rg,60.72,2.472739938588811
121,2025,10:25:56,1,3,Astoria,53,2.472739938588811,Tea,Brewed Green tea,Jade Green Tea Rg,6.43,2.472739938588811
122,2025,17:41:46,1,5,Lower Manhattan,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,50.68,2.5716495361323632
123,2025,17:57:08,1,5,Lower Manhattan,67,3.461835914024335,Bakery,Biscotti,Ginger Biscotti,20.14,3.461835914024335
124,2025,16:03:56,1,5,Lower Manhattan,30,3.709109907883216,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,68.1,3.709109907883216
125,2025,12:22:28,1,3,Astoria,72,16.32008359468615,Coffee Beans,Whole Bean,Columbian Whole Bean 12oz,77.59,16.32008359468615
126,2025,12:59:18,2,8,Hell's Kitchen,11,4.945479877177622,Coffee,Barista Espresso,Mocha Lg,79.37,9.890959754355244
127,2025,11:37:10,1,8,Hell's Kitchen,2,3.709109907883216,Coffee,Barista Espresso,Latte,64.51,3.709109907883216
128,2025,09:04:56,1,8,Hell's Kitchen,33,2.5221947373605866,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,13.6,2.5221947373605866
129,2025,15:51:22,1,3,Astoria,10,4.450931889459859,Coffee,Barista Espresso,Mocha Rg,42.96,4.450931889459859
130,2025,16:29:03,1,3,Astoria,43,2.472739938588811,Tea,Brewed Black tea,English Breakfast Rg,44.47,2.472739938588811
131,2025,17:23:12,2,3,Astoria,30,3.709109907883216,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,66.04,7.418219815766432
132,2025,13:57:55,2,8,Hell's Kitchen,2,3.709109907883216,Coffee,Barista Espresso,Latte,21.83,7.418219815766432
133,2025,11:32:52,1,5,Lower Manhattan,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,5.7,2.5716495361323632
134,2025,10:39:54,1,3,Astoria,11,4.945479877177622,Coffee,Barista Espresso,Mocha Lg,77.59,4.945479877177622
135,2025,11:26:09,1,5,Lower Manhattan,40,2.472739938588811,Tea,Brewed Black tea,Earl Grey Rg,31.06,2.472739938588811
136,2025,11:31:45,1,8,Hell's Kitchen,43,2.472739938588811,Tea,Brewed Black tea,English Breakfast Rg,99.8,2.472739938588811
137,2025,19:56:27,1,8,Hell's Kitchen,68,3.709109907883216,Bakery,Pastry,Chocolate Croissant,8.56,3.709109907883216
138,2025,13:43:52,3,5,Lower Manhattan,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,94.73,12.610973686802934
139,2025,12:47:53,1,3,Astoria,27,4.698205883318741,Coffee,Organic brewed coffee,Sustainably Grown Organic Lg,77.3,4.698205883318741
140,2025,13:13:29,1,3,Astoria,36,2.472739938588811,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,35.08,2.472739938588811
141,2025,12:33:35,1,8,Hell's Kitchen,66,3.461835914024335,Bakery,Biscotti,Chocolate Chip Biscotti,76.16,3.461835914024335
142,2025,19:07:59,1,8,Hell's Kitchen,47,2.472739938588811,Tea,Brewed herbal tea,Peppermint Rg,74.45,2.472739938588811
143,2025,11:25:28,3,3,Astoria,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,29.01,13.352795668379578
144,2025,15:04:51,2,8,Hell's Kitchen,33,2.5221947373605866,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,33.13,5.044389474721173
145,2025,10:28:53,1,3,Astoria,29,3.0661975238501253,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,96.22,3.0661975238501253
146,2025,12:34:24,1,5,Lower Manhattan,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,43.4,4.450931889459859
147,2025,09:36:29,2,8,Hell's Kitchen,63,3.214561920165454,Bakery,Scone,Cranberry Scone,9.54,6.429123840330908
148,2025,08:54:29,1,3,Astoria,41,2.967287926306573,Tea,Brewed Black tea,Earl Grey Lg,13.49,2.967287926306573
149,2025,16:10:32,1,5,Lower Manhattan,21,2.472739938588811,Coffee,Drip coffee,Our Old Time Diner Blend Rg,80.44,2.472739938588811
150,2025,15:41:56,1,5,Lower Manhattan,63,3.214561920165454,Bakery,Scone,Cranberry Scone,67.83,3.214561920165454
151,2025,15:01:55,1,8,Hell's Kitchen,79,7.912767803484194,Flavours,Syrup,Vanilla Syrup 12oz,45.02,7.912767803484194
152,2025,12:57:14,3,8,Hell's Kitchen,58,3.709109907883216,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,72.54,11.127329723649648
153,2025,10:31:30,1,5,Lower Manhattan,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,91.03,2.472739938588811
154,2025,19:29:31,1,8,Hell's Kitchen,37,3.956383901742097,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,33.59,3.956383901742097
155,2025,08:00:37,1,8,Hell's Kitchen,55,3.461835914024335,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,56.3,3.461835914024335
156,2025,16:59:48,1,8,Hell's Kitchen,43,2.472739938588811,Tea,Brewed Black tea,English Breakfast Rg,86.45,2.472739938588811
157,2025,19:12:41,1,3,Astoria,68,3.709109907883216,Bakery,Pastry,Chocolate Croissant,44.58,3.709109907883216
158,2025,19:16:49,2,3,Astoria,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,32.5,8.407315791201956
159,2025,10:21:09,1,5,Lower Manhattan,2,3.709109907883216,Coffee,Barista Espresso,Latte,14.08,3.709109907883216
160,2025,10:56:19,1,5,Lower Manhattan,9,5.192753871036502,Coffee,Barista Espresso,Carmelized Honey Latte Lg,89.8,5.192753871036502
161,2025,18:37:18,1,8,Hell's Kitchen,18,2.769468731219468,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Rg,15.22,2.769468731219468
162,2025,08:46:28,2,3,Astoria,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,41.28,5.934575852613146
163,2025,13:07:45,1,5,Lower Manhattan,16,2.967287926306573,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,42.58,2.967287926306573
164,2025,12:01:35,1,3,Astoria,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,57.77,2.967287926306573
165,2025,16:24:21,1,8,Hell's Kitchen,63,3.214561920165454,Bakery,Scone,Cranberry Scone,24.9,3.214561920165454
166,2025,10:47:18,1,5,Lower Manhattan,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,51.19,4.203657895600978
167,2025,06:18:53,1,5,Lower Manhattan,63,3.214561920165454,Bakery,Scone,Cranberry Scone,99.72,3.214561920165454
168,2025,13:45:58,1,8,Hell's Kitchen,71,17.803727557839437,Coffee Beans,Whole Bean,Ethiopia Whole Bean 12oz,67.58,17.803727557839437
169,2025,09:18:35,1,8,Hell's Kitchen,43,2.472739938588811,Tea,Brewed Black tea,English Breakfast Rg,53.55,2.472739938588811
170,2025,17:08:08,1,3,Astoria,21,2.472739938588811,Coffee,Drip coffee,Our Old Time Diner Blend Rg,35.89,2.472739938588811
171,2025,07:16:45,1,8,Hell's Kitchen,37,3.956383901742097,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,84.41,3.956383901742097
172,2025,07:14:11,1,5,Lower Manhattan,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,95.48,2.967287926306573
173,2025,09:49:02,2,3,Astoria,33,2.5221947373605866,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,40.77,5.044389474721173
174,2025,06:08:25,1,8,Hell's Kitchen,15,2.472739938588811,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,65.82,2.472739938588811
175,2025,06:28:07,1,5,Lower Manhattan,66,3.461835914024335,Bakery,Biscotti,Chocolate Chip Biscotti,74.53,3.461835914024335
176,2025,07:52:51,1,5,Lower Manhattan,25,3.461835914024335,Coffee,Organic brewed coffee,Brazilian Lg,60.32,3.461835914024335
177,2025,14:46:31,1,3,Astoria,19,3.26401671893723,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Lg,79.97,3.26401671893723
178,2025,06:59:33,1,5,Lower Manhattan,55,3.461835914024335,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,14.18,3.461835914024335
179,2025,13:26:27,2,5,Lower Manhattan,41,2.967287926306573,Tea,Brewed Black tea,Earl Grey Lg,24.27,5.934575852613146
180,2025,17:21:15,2,8,Hell's Kitchen,55,3.461835914024335,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,16.56,6.92367182804867
181,2025,07:03:36,1,5,Lower Manhattan,8,4.698205883318741,Coffee,Barista Espresso,Carmelized Honey Latte,75.4,4.698205883318741
182,2025,15:52:34,1,8,Hell's Kitchen,62,4.450931889459859,Bakery,Scone,Scottish Cream Scone,97.9,4.450931889459859
183,2025,10:55:44,2,8,Hell's Kitchen,48,2.967287926306573,Tea,Brewed herbal tea,Peppermint Lg,6.72,5.934575852613146
184,2025,17:03:30,1,5,Lower Manhattan,52,2.967287926306573,Tea,Brewed Green tea,Serenity Green Tea Lg,73.99,2.967287926306573
185,2025,15:21:46,1,3,Astoria,68,3.709109907883216,Bakery,Pastry,Chocolate Croissant,26.84,3.709109907883216
186,2025,17:13:36,1,5,Lower Manhattan,9,5.192753871036502,Coffee,Barista Espresso,Carmelized Honey Latte Lg,51.11,5.192753871036502
187,2025,10:24:29,1,5,Lower Manhattan,37,3.956383901742097,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,40.44,3.956383901742097
188,2025,12:30:50,2,3,Astoria,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,99.54,8.407315791201956
189,2025,18:58:07,1,3,Astoria,30,3.709109907883216,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,14.82,3.709109907883216
190,2025,08:42:32,1,3,Astoria,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,44.53,2.5716495361323632
191,2025,17:44:11,1,5,Lower Manhattan,8,4.698205883318741,Coffee,Barista Espresso,Carmelized Honey Latte,12.18,4.698205883318741
192,2025,19:38:15,3,3,Astoria,26,3.709109907883216,Coffee,Organic brewed coffee,Sustainably Grown Organic Rg,61.98,11.127329723649648
193,2025,19:35:38,1,8,Hell's Kitchen,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,90.96,2.967287926306573
194,2025,14:38:56,1,5,Lower Manhattan,11,4.945479877177622,Coffee,Barista Espresso,Mocha Lg,30.43,4.945479877177622
195,2025,15:20:23,2,5,Lower Manhattan,36,2.472739938588811,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,85.13,4.945479877177622
196,2025,16:45:53,1,5,Lower Manhattan,58,3.709109907883216,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,24.46,3.709109907883216
